etiqueta,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,0.0,0.0,0.0,0.080479,-0.062419,-0.018299,0.136407,-0.169337,-0.02981,0.138049,-0.255288,-0.04246,0.090387,-0.290365,-0.048633,0.094908,-0.295969,-0.005011,0.131049,-0.333469,-0.033546,0.123638,-0.252044,-0.046374,0.108807,-0.236792,-0.053753,0.042089,-0.303114,-0.014816,0.085446,-0.336258,-0.043377,0.079979,-0.238547,-0.048606,0.063754,-0.246655,-0.048508,-0.00984,-0.291126,-0.029297,0.035303,-0.31436,-0.067087,0.038631,-0.213064,-0.057066,0.02055,-0.211958,-0.043603,-0.0597,-0.265382,-0.044734,-0.009311,-0.277254,-0.068344,-0.001527,-0.208855,-0.054446,-0.022129,-0.203097,-0.040186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,0.0,0.0,0.0,0.055867,-0.047638,-0.028789,0.099783,-0.149003,-0.042213,0.083057,-0.222922,-0.054638,0.036447,-0.259051,-0.059023,0.085423,-0.269406,-0.007645,0.101059,-0.313287,-0.044721,0.089389,-0.229352,-0.064742,0.075938,-0.208441,-0.074689,0.030555,-0.27659,-0.011837,0.044471,-0.313184,-0.049479,0.042723,-0.216029,-0.058859,0.032285,-0.218801,-0.057519,-0.021183,-0.260332,-0.022905,-0.008599,-0.288188,-0.063894,0.004997,-0.194076,-0.055715,-0.001678,-0.193762,-0.041265,-0.069054,-0.231977,-0.036421,-0.046123,-0.238158,-0.060595,-0.033166,-0.177688,-0.04954,-0.041937,-0.176539,-0.03574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,0.0,0.0,0.0,0.055921,-0.04966,-0.020122,0.097876,-0.127821,-0.034213,0.090229,-0.193506,-0.048672,0.045417,-0.219681,-0.058664,0.077882,-0.257416,-0.014924,0.102213,-0.277743,-0.04415,0.087472,-0.212204,-0.062351,0.074309,-0.193417,-0.073757,0.031946,-0.265438,-0.023112,0.049748,-0.278797,-0.053205,0.046811,-0.205731,-0.062603,0.041769,-0.196847,-0.064668,-0.013921,-0.251127,-0.035123,-0.002692,-0.257249,-0.065241,0.007698,-0.186924,-0.06086,0.009205,-0.176419,-0.052765,-0.056878,-0.223217,-0.049099,-0.042191,-0.227751,-0.065144,-0.029442,-0.178175,-0.055483,-0.026337,-0.163274,-0.045373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,0.0,0.0,0.0,0.08136,-0.046446,-0.015459,0.13944,-0.12627,-0.030747,0.145965,-0.191002,-0.047573,0.096938,-0.198141,-0.059574,0.103105,-0.273128,-0.013599,0.145458,-0.274185,-0.041753,0.135031,-0.208708,-0.058106,0.117682,-0.192486,-0.068771,0.057173,-0.284881,-0.024211,0.104095,-0.264552,-0.049148,0.097516,-0.192197,-0.055182,0.084765,-0.194358,-0.05848,0.01188,-0.274767,-0.038534,0.059821,-0.239537,-0.067184,0.057811,-0.167557,-0.062092,0.043514,-0.167319,-0.055328,-0.027691,-0.246966,-0.054675,0.024638,-0.2122,-0.070515,0.025995,-0.16054,-0.061758,0.007612,-0.161715,-0.053825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,0.0,0.0,0.0,0.079872,-0.041898,-0.020689,0.140901,-0.107912,-0.039227,0.138988,-0.171159,-0.059114,0.080764,-0.178828,-0.074851,0.103593,-0.257499,-0.01967,0.146766,-0.257727,-0.050441,0.126456,-0.190947,-0.071693,0.107011,-0.169672,-0.085756,0.056275,-0.266996,-0.028681,0.099515,-0.25044,-0.056338,0.089271,-0.182538,-0.066784,0.074305,-0.171534,-0.072811,0.012451,-0.255292,-0.041598,0.053531,-0.228065,-0.066482,0.050723,-0.163787,-0.06342,0.037819,-0.155362,-0.05917,-0.025924,-0.226701,-0.057382,0.016325,-0.194325,-0.067626,0.017633,-0.148748,-0.05988,0.003322,-0.144548,-0.054176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,0.0,0.0,0.0,0.055666,-0.047403,-0.017277,0.096954,-0.141454,-0.02606,0.079906,-0.207831,-0.035198,0.028254,-0.22271,-0.03845,0.075806,-0.237493,-0.009268,0.093207,-0.287255,-0.037076,0.082023,-0.210444,-0.051935,0.071371,-0.190845,-0.060291,0.028399,-0.24012,-0.0165,0.04157,-0.280637,-0.043449,0.040524,-0.194383,-0.048213,0.033361,-0.194534,-0.047425,-0.017714,-0.227819,-0.028039,-0.005074,-0.26607,-0.056535,0.006565,-0.180285,-0.04635,0.002772,-0.172228,-0.034268,-0.06161,-0.207114,-0.041237,-0.04203,-0.227948,-0.055147,-0.028148,-0.171475,-0.04157,-0.032346,-0.160322,-0.029114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,0.0,0.0,0.0,0.068602,-0.063078,-0.011234,0.114843,-0.149787,-0.020828,0.114411,-0.219031,-0.034022,0.066746,-0.232569,-0.042958,0.083343,-0.255143,-0.002968,0.122149,-0.292932,-0.03163,0.109258,-0.219764,-0.050261,0.095352,-0.198011,-0.062057,0.039269,-0.256282,-0.01489,0.071162,-0.285796,-0.042674,0.0669,-0.208556,-0.049633,0.05787,-0.197795,-0.051531,-0.005524,-0.243618,-0.031011,0.024365,-0.272494,-0.058158,0.030247,-0.199561,-0.049446,0.022991,-0.182637,-0.039211,-0.048842,-0.220151,-0.048945,-0.015084,-0.239048,-0.061811,-0.004581,-0.190768,-0.04942,-0.011623,-0.172699,-0.03832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,0.0,0.0,0.0,0.052238,-0.048897,-0.024358,0.090156,-0.12158,-0.042059,0.080129,-0.181385,-0.059678,0.039514,-0.210043,-0.07279,0.070315,-0.265627,-0.021321,0.082897,-0.283883,-0.052875,0.076307,-0.217354,-0.072103,0.069633,-0.193921,-0.082965,0.022311,-0.271482,-0.027444,0.031291,-0.271274,-0.058621,0.034414,-0.201348,-0.068798,0.032631,-0.192172,-0.071536,-0.024067,-0.253855,-0.037633,-0.018333,-0.250187,-0.069603,-0.002763,-0.178761,-0.0661,0.003633,-0.160115,-0.057849,-0.066378,-0.222605,-0.050124,-0.056492,-0.224698,-0.068197,-0.039038,-0.173967,-0.059936,-0.029808,-0.152029,-0.049703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,0.0,0.0,0.0,0.079795,-0.04678,-0.016215,0.143515,-0.123718,-0.031364,0.142458,-0.190917,-0.048518,0.083283,-0.186229,-0.061608,0.100635,-0.276177,-0.017166,0.149426,-0.273071,-0.045884,0.131917,-0.206412,-0.065692,0.114144,-0.188171,-0.079448,0.051407,-0.283397,-0.0282,0.099946,-0.258882,-0.053009,0.093921,-0.193466,-0.062284,0.080668,-0.186392,-0.068945,0.006586,-0.267531,-0.042604,0.052156,-0.233723,-0.066279,0.053217,-0.168352,-0.064047,0.041894,-0.158877,-0.061283,-0.031151,-0.234556,-0.059416,0.014568,-0.20038,-0.069239,0.019596,-0.153861,-0.062362,0.007909,-0.146425,-0.057821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,0.0,0.0,0.0,0.056834,-0.034213,-0.021912,0.101882,-0.11012,-0.036071,0.090336,-0.175628,-0.049966,0.04465,-0.203473,-0.059296,0.091722,-0.229755,-0.018262,0.112035,-0.258691,-0.046794,0.095547,-0.187148,-0.064073,0.083179,-0.169887,-0.07485,0.045293,-0.241411,-0.024314,0.061438,-0.258694,-0.051338,0.053956,-0.179555,-0.058555,0.045547,-0.178785,-0.060572,-0.000494,-0.2336,-0.034256,0.014631,-0.248858,-0.061536,0.018796,-0.172383,-0.054142,0.014458,-0.166013,-0.045192,-0.044013,-0.213839,-0.046193,-0.024585,-0.221274,-0.059907,-0.014394,-0.169321,-0.048269,-0.015932,-0.158504,-0.037622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,0.0,0.0,0.0,0.055698,-0.041922,-0.022971,0.095829,-0.10269,-0.040428,0.091935,-0.163949,-0.058639,0.052846,-0.197421,-0.073117,0.088189,-0.229129,-0.022409,0.103083,-0.272568,-0.053472,0.092994,-0.204187,-0.072731,0.086244,-0.170696,-0.083315,0.043457,-0.23879,-0.028291,0.048862,-0.273133,-0.059086,0.045755,-0.19811,-0.06889,0.043219,-0.171932,-0.071767,-0.00149,-0.230338,-0.038146,-0.001674,-0.258344,-0.067221,0.007741,-0.186389,-0.062745,0.013418,-0.154585,-0.054777,-0.045827,-0.210128,-0.050315,-0.045743,-0.233961,-0.066175,-0.031833,-0.186721,-0.058182,-0.022743,-0.157151,-0.049273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,0.0,0.0,0.0,0.06203,-0.021051,-0.037335,0.115677,-0.070206,-0.062699,0.104934,-0.114793,-0.083067,0.045802,-0.115155,-0.098146,0.08018,-0.248303,-0.050598,0.120397,-0.201065,-0.081193,0.103784,-0.138741,-0.097937,0.087509,-0.135321,-0.109755,0.02994,-0.256326,-0.051475,0.070261,-0.189682,-0.078901,0.063781,-0.125799,-0.087294,0.055053,-0.133892,-0.093877,-0.014766,-0.236832,-0.055716,0.022443,-0.165069,-0.08145,0.026912,-0.110107,-0.083085,0.022421,-0.123192,-0.084142,-0.051032,-0.203022,-0.063493,-0.019147,-0.140042,-0.076569,-0.009287,-0.101593,-0.07569,-0.011928,-0.111413,-0.076051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,0.0,0.0,0.0,0.04872,-0.043503,-0.027599,0.081071,-0.110967,-0.047251,0.07048,-0.170332,-0.066507,0.032023,-0.207787,-0.081199,0.075599,-0.236663,-0.023534,0.082391,-0.272796,-0.057225,0.072876,-0.203827,-0.078351,0.066789,-0.180018,-0.090873,0.029134,-0.242939,-0.028253,0.031901,-0.27617,-0.062479,0.030493,-0.197392,-0.072487,0.027429,-0.183399,-0.074761,-0.016216,-0.229847,-0.037608,-0.016449,-0.261168,-0.070939,-0.007124,-0.186606,-0.063307,-0.004238,-0.168511,-0.052424,-0.060247,-0.204673,-0.049526,-0.056326,-0.226021,-0.067698,-0.042105,-0.17835,-0.056943,-0.035322,-0.160556,-0.045641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,0.0,0.0,0.0,0.063816,-0.047284,-0.015037,0.114745,-0.12898,-0.027402,0.114785,-0.195075,-0.041249,0.06681,-0.214646,-0.050882,0.091533,-0.250518,-0.015322,0.122762,-0.273387,-0.040727,0.105819,-0.204029,-0.055647,0.089774,-0.187733,-0.065849,0.042707,-0.257761,-0.025466,0.072265,-0.270972,-0.051065,0.066399,-0.194591,-0.057414,0.054376,-0.190867,-0.059862,-0.005975,-0.245349,-0.038486,0.023915,-0.263327,-0.065376,0.028899,-0.184615,-0.05732,0.016996,-0.17322,-0.048405,-0.051129,-0.220051,-0.053109,-0.015063,-0.227753,-0.068276,-0.007097,-0.176308,-0.056893,-0.01948,-0.166204,-0.046666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052284,-0.028561,-0.043229,-0.098014,-0.095518,-0.068589,-0.089888,-0.169211,-0.09069,-0.040576,-0.201301,-0.103713,-0.100536,-0.221339,-0.029972,-0.107226,-0.264511,-0.070841,-0.097315,-0.187868,-0.088211,-0.090224,-0.162454,-0.096621,-0.0514,-0.235172,-0.026084,-0.060585,-0.272815,-0.065261,-0.054517,-0.187255,-0.067325,-0.052311,-0.181399,-0.063081,-0.002771,-0.233944,-0.030549,-0.00538,-0.264266,-0.071846,-0.009985,-0.184468,-0.058814,-0.013484,-0.176636,-0.042579,0.044789,-0.221069,-0.039418,0.040569,-0.24849,-0.063236,0.032304,-0.194071,-0.055157,0.027644,-0.182772,-0.045116
S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049933,-0.035409,-0.040247,-0.092076,-0.104334,-0.064568,-0.080913,-0.177031,-0.087154,-0.030542,-0.20615,-0.101323,-0.086821,-0.216413,-0.024168,-0.09157,-0.271917,-0.065959,-0.086631,-0.197586,-0.084445,-0.080207,-0.165921,-0.092229,-0.039604,-0.225505,-0.020689,-0.047162,-0.27243,-0.060674,-0.045586,-0.187519,-0.063295,-0.042227,-0.173585,-0.058138,0.007046,-0.222283,-0.02579,0.006443,-0.260304,-0.067431,-0.003028,-0.18211,-0.055392,-0.006362,-0.167342,-0.038348,0.052889,-0.208941,-0.035021,0.05251,-0.245243,-0.057668,0.04021,-0.193582,-0.049189,0.032977,-0.177448,-0.038191
S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04871,-0.034263,-0.042965,-0.09177,-0.096022,-0.068663,-0.083868,-0.16028,-0.090238,-0.036009,-0.184743,-0.102633,-0.076862,-0.241615,-0.027422,-0.086517,-0.252817,-0.064165,-0.083809,-0.176751,-0.079829,-0.073926,-0.158987,-0.088676,-0.031093,-0.253126,-0.022483,-0.044059,-0.253465,-0.057488,-0.045142,-0.167221,-0.056719,-0.036352,-0.164791,-0.051172,0.012393,-0.243203,-0.02575,0.002549,-0.235133,-0.063151,-0.007583,-0.159619,-0.050698,-0.003433,-0.160936,-0.035966,0.055874,-0.218069,-0.033625,0.044689,-0.21351,-0.054934,0.031341,-0.163226,-0.048385,0.030385,-0.163573,-0.039894
S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.043108,-0.031513,-0.047043,-0.082722,-0.089607,-0.075545,-0.072392,-0.15182,-0.099249,-0.024648,-0.181243,-0.114404,-0.080682,-0.223353,-0.036336,-0.082249,-0.243837,-0.074993,-0.078126,-0.175287,-0.092843,-0.071598,-0.146598,-0.101924,-0.03491,-0.235997,-0.029518,-0.036357,-0.246395,-0.066365,-0.038494,-0.171614,-0.070984,-0.037319,-0.160096,-0.069229,0.00823,-0.230392,-0.030423,0.00932,-0.23271,-0.069701,-0.002389,-0.166376,-0.061622,-0.008265,-0.15738,-0.049385,0.04922,-0.21182,-0.035872,0.047589,-0.214421,-0.060062,0.03323,-0.169006,-0.055707,0.023848,-0.16119,-0.048155
S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047128,-0.048574,-0.035654,-0.081262,-0.124252,-0.056469,-0.06518,-0.196888,-0.076094,-0.01531,-0.219238,-0.088341,-0.06894,-0.231294,-0.011437,-0.076261,-0.280217,-0.052166,-0.068992,-0.209612,-0.073772,-0.057964,-0.176733,-0.083099,-0.023089,-0.23714,-0.008994,-0.027871,-0.281649,-0.046728,-0.024097,-0.201988,-0.052187,-0.018407,-0.182283,-0.047966,0.022239,-0.230113,-0.015293,0.021273,-0.262776,-0.054675,0.01526,-0.188741,-0.045543,0.015974,-0.168259,-0.029412,0.066558,-0.212733,-0.025403,0.0651,-0.247363,-0.047076,0.055168,-0.197278,-0.039033,0.051492,-0.177015,-0.027188
S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058231,-0.048211,-0.032262,-0.110404,-0.117813,-0.056042,-0.120573,-0.187479,-0.081895,-0.07221,-0.206125,-0.099775,-0.062215,-0.26709,-0.002498,-0.102042,-0.290577,-0.047434,-0.109297,-0.211046,-0.07092,-0.089878,-0.187883,-0.082346,-0.019438,-0.267997,-0.006492,-0.063744,-0.275536,-0.055281,-0.069746,-0.188954,-0.061625,-0.049869,-0.175871,-0.054671,0.021573,-0.25443,-0.020133,-0.023694,-0.253259,-0.065515,-0.033016,-0.172052,-0.053853,-0.014876,-0.159836,-0.033986,0.062638,-0.2304,-0.038335,0.019433,-0.237356,-0.058071,0.006959,-0.181517,-0.047855,0.02027,-0.167344,-0.03378
S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053472,-0.034716,-0.033815,-0.105047,-0.094123,-0.058307,-0.11737,-0.147652,-0.081562,-0.075077,-0.1688,-0.097646,-0.078614,-0.25547,-0.014504,-0.118542,-0.238724,-0.052851,-0.111658,-0.170137,-0.075866,-0.093032,-0.157775,-0.088982,-0.034231,-0.263248,-0.015137,-0.073968,-0.234512,-0.048797,-0.070695,-0.16044,-0.053697,-0.059149,-0.158514,-0.051631,0.008141,-0.249061,-0.02329,-0.026536,-0.220045,-0.054866,-0.028056,-0.149839,-0.04336,-0.018122,-0.145306,-0.029476,0.050301,-0.220184,-0.036034,0.020924,-0.203496,-0.050356,0.013849,-0.154456,-0.040262,0.021299,-0.14931,-0.028803
S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049732,-0.019992,-0.039194,-0.095131,-0.062906,-0.065112,-0.098089,-0.101171,-0.086616,-0.06001,-0.11864,-0.100037,-0.072405,-0.231387,-0.028784,-0.10509,-0.193503,-0.061319,-0.100062,-0.131285,-0.078824,-0.084585,-0.121421,-0.08961,-0.027405,-0.238824,-0.026475,-0.060407,-0.189778,-0.055253,-0.061748,-0.128319,-0.060254,-0.050486,-0.13307,-0.060833,0.013445,-0.222909,-0.030352,-0.015935,-0.173833,-0.05817,-0.023799,-0.119547,-0.049197,-0.015422,-0.127787,-0.03971,0.05244,-0.192787,-0.038983,0.027345,-0.167444,-0.053773,0.01385,-0.128501,-0.046063,0.016738,-0.130832,-0.037521
